ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10956,Acadia Park Residence - Melfa Lane (2623),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2623 Melfa Lane,-123.236866,49.263769
VAD10957,Acadia Park Residence - Yalta Place (5638),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5638 Yalta Place,-123.238534,49.264002
VAD10959,Acadia Park Residence - Yalta Place (5648),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5648 Yalta Place,-123.238839,49.263781
VAD10960,Acadia Park Residence - Melfa Lane (2512),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2512 Melfa Lane,-123.237705,49.265094
VAD10689,Acadia Park Residence - Tennis Crescent (2627),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2627 Tennis Crescent,-123.238175,49.263833
VAD10690,Acadia Park Residence - Montgomery Place (5624),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5624 Montgomery Place,-123.238701,49.264556
VAD10691,Acadia Park Residence - Montgomery Place (5642),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5642 Montgomery Place,-123.239268,49.264491
VAD10692,Acadia Park Residence - Pearkes Lane (2506),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2506 Pearkes Lane,-123.239146,49.264204
VAD10693,Acadia Park Residence - Melfa Lane (2511),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2511 Melfa Lane,-123.237713,49.264813
VAD10694,Acadia Park Residence - Melfa Lane (2608),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2608 Melfa Lane,-123.237068,49.264423
VAD10695,Acadia Park Residence - Melfa Lane (2607),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2607 Melfa Lane,-123.237042,49.264061
VAD10940,Acadia Park Residence - Montgomery Place (5614),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5614 Montgomery Place,-123.238498,49.264743
VAD10667,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2608 Fairview Crescent,-123.24099,49.263235
VAD10668,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2634 Fairview Crescent,-123.240581,49.263291
VAD10669,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2612 Fairview Crescent,-123.240897,49.263221
VAD10670,Fairview Crescent Residence (Unit 26) ,Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2604 Fairview Crescent,-123.240998,49.263219
VAD10671,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2630 Fairview Crescent,-123.240628,49.263361
VAD10672,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2616 Fairview Crescent,-123.240823,49.263241
VAD10673,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2632 Fairview Crescent,-123.240607,49.263336
VAD10674,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2620 Fairview Crescent,-123.240756,49.263264
VAD10675,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2618 Fairview Crescent,-123.240825,49.2633
VAD10676,Fairview Crescent Residence (Unit 27),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2614 Fairview Crescent,-123.240841,49.263241
VAD10941,Acadia Park Residence - Melfa Lane (2520),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2520 Melfa Lane,-123.237394,49.264834
VAD10942,Acadia Park Residence - Yalta Place (5612),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5612 Yalta Place,-123.237906,49.264091
VAD10943,Acadia Park Residence - Melfa Lane (2604),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2604 Melfa Lane,-123.237149,49.264486
VAD10944,Acadia Park Residence - Melfa Lane (2614),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2614 Melfa Lane,-123.236809,49.264098
VAD10945,Acadia Park Residence - Pearkes Lane (2515),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2515 Pearkes Lane,-123.239561,49.264417
VAD10946,Acadia Park Residence - Tennis Crescent (2645),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2645 Tennis Crescent,-123.237745,49.263424
VAD10947,Acadia Park Residence - Tennis Crescent (2661),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2661 Tennis Crescent,-123.237546,49.26303
VAD10746,Acadia Park Residence - Yalta Place (5631),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5631 Yalta Place,-123.238494,49.264158
VAD10747,Acadia Park Residence - Melfa Lane (2517),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2517 Melfa Lane,-123.237616,49.264716
VAD10748,Acadia Park Residence - Tennis Crescent (2626),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2626 Tennis Crescent,-123.237892,49.26379
VAD10993,Acadia Park Residence - Montgomery Place (5610),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5610 Montgomery Place,-123.238411,49.264791
VAD10994,Acadia Park Residence - Tennis Crescent (2649),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2649 Tennis Crescent,-123.237711,49.263344
VAD10996,Acadia Park Residence - Yalta Place (5607),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5607 Yalta Place,-123.237851,49.264417
VAD10997,Acadia Park Residence - Pearkes Lane (2609),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2609 Pearkes Lane,-123.239152,49.263823
VAD10998,Acadia Park Residence - Yalta Place (5609),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5609 Yalta Place,-123.237906,49.264413
VAD10999,Acadia Park Residence - Tennis Crescent (2635),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2635 Tennis Crescent,-123.238113,49.263653
VAD11000,Acadia Park Residence - Montgomery Place (5639),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5639 Montgomery Place,-123.23953,49.264738
VAD11001,Acadia Park Residence - Melfa Lane (2501),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2501 Melfa Lane,-123.237966,49.264982
VAD11002,Acadia Park Residence - Pearkes Lane (2601),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2601 Pearkes Lane,-123.239192,49.264014
VAD11003,Acadia Park Residence - Melfa Lane (2639),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2639 Melfa Lane,-123.236526,49.263338
VAD10749,Acadia Park Residence - Yalta Place (5643),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5643 Yalta Place,-123.238833,49.26406
VAD10750,Acadia Park Residence - Melfa Lane (2620),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2620 Melfa Lane,-123.236816,49.263981
VAD10751,Acadia Park Residence - Pearkes Lane (2504),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2504 Pearkes Lane,-123.239166,49.264239
VAD10752,Acadia Park Residence - Melfa Lane (2625),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2625 Melfa Lane,-123.236833,49.263729
VAD10753,Acadia Park Residence - Yalta Place (5505),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5505 Yalta Place,-123.237611,49.264447
VAD10754,Acadia Park Residence - Pearkes Lane (2521),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2521 Pearkes Lane,-123.239454,49.264319
VAD10755,Acadia Park Residence - Tennis Crescent (2622),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2622 Tennis Crescent,-123.237953,49.263852
VAD10756,Acadia Park Residence - Melfa Lane (2635),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2635 Melfa Lane,-123.236785,49.263487
VAD10757,Acadia Park Residence - Montgomery Place (5611),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5611 Montgomery Place,-123.238563,49.265008
VAD10758,Acadia Park Residence - Fairview Place (5605),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5605 Fairview Place,-123.236825,49.263214
VAD11004,Acadia Park Residence - Montgomery Place (5615),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5615 Montgomery Place,-123.238613,49.26495
VAD11006,Acadia Park Residence - Tennis Crescent (2629),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2629 Tennis Crescent,-123.238159,49.263792
VAD11007,Acadia Park Residence - Montgomery Place (5641),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5641 Montgomery Place,-123.239593,49.264674
VAD11009,Acadia Park Residence - Pearkes Lane (2605),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2605 Pearkes Lane,-123.239168,49.263936
VAD11010,Acadia Park Residence - Yalta Place (5616),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5616 Yalta Place,-123.237984,49.26403
VAD11011,Acadia Park Residence - Yalta Place (5625),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5625 Yalta Place,-123.238355,49.264199
VAD11012,Acadia Park Residence - Pearkes Lane (2502),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2502 Pearkes Lane,-123.239194,49.264276
VAD11013,Acadia Park Residence - Montgomery Place (5629),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5629 Montgomery Place,-123.239232,49.264827
VAD11015,Acadia Park Residence - Melfa Lane (2518),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2518 Melfa Lane,-123.23752,49.264843
VAD10759,Acadia Park Residence - Yalta Place (5639),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5639 Yalta Place,-123.238725,49.264106
VAD10760,Acadia Park Residence - Fairview Place (5505),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5505 Fairview Place,-123.236672,49.263264
VAD10761,Acadia Park Residence - Yalta Place (5637),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5637 Yalta Place,-123.238672,49.264117
VAD10762,Acadia Park Residence - Montgomery Place (5622),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5622 Montgomery Place,-123.238585,49.264556
VAD10763,Acadia Park Residence - Fairview Place (5503),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5503 Fairview Place,-123.236609,49.263285
VAD10764,Acadia Park Residence - Yalta Place (5613),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5613 Yalta Place,-123.238013,49.264364
VAD10765,Acadia Park Residence - Tennis Crescent (2644),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2644 Tennis Crescent,-123.237506,49.26351
VAD10710,Acadia Park Residence - Melfa Lane (2621),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2621 Melfa Lane,-123.236902,49.263791
VAD10716,Acadia Park Residence - Montgomery Place (5602),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5602 Montgomery Place,-123.23821,49.264896
VAD10717,Acadia Park Residence - Pearkes Lane (2503),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2503 Pearkes Lane,-123.239748,49.26462
VAD10971,Acadia Park Residence - Tennis Crescent (2633),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2633 Tennis Crescent,-123.238092,49.263727
VAD10972,Acadia Park Residence - Melfa Lane (2600),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2600 Melfa Lane,-123.237156,49.264612
VAD10973,Acadia Park Residence - Yalta Place (5654),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5654 Yalta Place,-123.239051,49.263708
VAD10974,Acadia Park Residence - Yalta Place (5623),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5623 Yalta Place,-123.238291,49.264232
VAD10975,Acadia Park Residence - Pearkes Lane (2527),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2527 Pearkes Lane,-123.239309,49.26412
VAD10976,Acadia Park Residence - Pearkes Lane (2607),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2607 Pearkes Lane,-123.239148,49.263897
VAD10977,Acadia Park Residence - Pearkes Lane (2519),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2519 Pearkes Lane,-123.239484,49.264356
VAD10978,Acadia Park Residence - Montgomery Place (5507),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5507 Montgomery Place,-123.238152,49.265194
VAD10979,Acadia Park Residence - Montgomery Place (5616),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5616 Montgomery Place,-123.238517,49.264719
VAD10980,Acadia Park Residence - Pearkes Lane (2508),Vancouver,V6T 2C4,BC,VBL10440,Residential,CampusMail,2508 Pearkes Lane,-123.239114,49.264168
VAD10718,Acadia Park Residence - Yalta Place (5636),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5636 Yalta Place,-123.23839,49.263992
VAD10719,Acadia Park Residence - Montgomery Place (5503),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5503 Montgomery Place,-123.237973,49.265211
VAD10720,Acadia Park Residence - Yalta Place (5650),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5650 Yalta Place,-123.238889,49.263763
VAD10721,Acadia Park Residence - Montgomery Place (5620),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5620 Montgomery Place,-123.238508,49.264618
VAD10723,Acadia Park Residence - Tennis Crescent (2654),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2654 Tennis Crescent,-123.237395,49.263263
VAD10727,Acadia Park Residence - Montgomery Place (5627),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5627 Montgomery Place,-123.23911,49.264828
VAD10728,Acadia Park Residence - Yalta Place (5604),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5604 Yalta Place,-123.237737,49.264297
VAD10729,Acadia Park Residence - Yalta Place (5635),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5635 Yalta Place,-123.238612,49.264131
VAD10730,Acadia Park Residence - Yalta Place (5605),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5605 Yalta Place,-123.237789,49.264428
VAD10731,Acadia Park Residence - Tennis Crescent (2634),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2634 Tennis Crescent,-123.237729,49.263675
VAD10981,Acadia Park Residence - Yalta Place (5610),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5610 Yalta Place,-123.237859,49.26412
VAD10982,Acadia Park Residence - Melfa Lane (2510),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2510 Melfa Lane,-123.237549,49.265108
VAD10983,Acadia Park Residence - Tennis Crescent (2636),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2636 Tennis Crescent,-123.237686,49.263636
VAD10984,Acadia Park Residence - Tennis Crescent (2660),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2660 Tennis Crescent,-123.237361,49.263141
VAD10985,Acadia Park Residence - Yalta Place (5646),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5646 Yalta Place,-123.238781,49.263799
VAD10987,Acadia Park Residence - Yalta Place (5502),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5502 Yalta Place,-123.237171,49.264341
VAD10988,Acadia Park Residence - Yalta Place (5602),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5602 Yalta Place,-123.237575,49.264327
VAD10989,Acadia Park Residence - Montgomery Place (5633),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5633 Montgomery Place,-123.239213,49.264701
VAD10990,Acadia Park Residence - Melfa Lane (2633),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2633 Melfa Lane,-123.236751,49.263576
VAD10991,Acadia Park Residence - Montgomery Place (5609),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5609 Montgomery Place,-123.238505,49.265025
VAD10735,Acadia Park Residence - Yalta Place (5608),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5608 Yalta Place,-123.237736,49.264131
VAD10736,Acadia Park Residence - Fairview Place (5609),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5609 Fairview Place,-123.236931,49.263185
VAD10737,Acadia Park Residence - Melfa Lane (2610),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2610 Melfa Lane,-123.236954,49.264383
VAD10738,Acadia Park Residence - Montgomery Place (5636),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5636 Montgomery Place,-123.239153,49.264561
VAD10739,Acadia Park Residence - Melfa Lane (2617),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2617 Melfa Lane,-123.236943,49.263864
VAD10740,Acadia Park Residence - Melfa Lane (2619),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2619 Melfa Lane,-123.236937,49.26383
VAD10745,Acadia Park Residence - Melfa Lane (2601),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2601 Melfa Lane,-123.237499,49.264594
VAD10836,Acadia Park Residence - Melfa Lane (2611),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2611 Melfa Lane,-123.237031,49.263976
VAD10837,Acadia Park Residence - Tennis Crescent (2630),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2630 Tennis Crescent,-123.237827,49.263727
VAD10843,Acadia Park Residence - Montgomery Place (5625),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5625 Montgomery Place,-123.239053,49.264847
VAD11185,Fairview Crescent Residence (Unit 16A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2689A Fairview Crescent,-123.23947,49.263176
VAD10846,Acadia Park Residence - Fairview Place (5607),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5607 Fairview Place,-123.236886,49.263193
VAD10847,Acadia Park Residence - Tennis Crescent (2643),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2643 Tennis Crescent,-123.237775,49.263462
VAD10848,Acadia Park Residence - Tennis Crescent (2652),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2652 Tennis Crescent,-123.237422,49.263301
VAD10853,Acadia Park Residence - Tennis Crescent (2625),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2625 Tennis Crescent,-123.238189,49.263865
VAD10854,Acadia Park Residence - Yalta Place (5629),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5629 Yalta Place,-123.238436,49.26416
VAD10855,Acadia Park Residence - Melfa Lane (2514),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2514 Melfa Lane,-123.237682,49.264988
VAD10627,Abdul Ladha Science Student Centre,Vancouver,V6T 1Z1,BC,VBL10163,CampusBuilding,CampusMail,2055 East Mall,-123.251254,49.266062
VAD10857,Acadia Park Residence - Montgomery Place (5509),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5509 Montgomery Place,-123.238076,49.265137
VAD10858,Acadia Park Residence - Yalta Place (5503),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5503 Yalta Place,-123.23755,49.264457
VAD10859,Acadia Park Presidents Row (101A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5515 Presidents Row,-123.238573,49.265416
VAD10861,Acadia Park Presidents Row (101B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5511 Presidents Row,-123.238448,49.265488
VAD10862,Acadia Park Presidents Row (101C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5509 Presidents Row,-123.238407,49.265503
VAD10864,Acadia Park Presidents Row (101D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5507 Presidents Row,-123.238325,49.265531
VAD10866,Acadia Park Presidents Row (101E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5505 Presidents Row,-123.238289,49.265544
VAD10867,Acadia Park Presidents Row (101F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5503 Presidents Row,-123.238117,49.265576
VAD10869,Acadia Park Presidents Row (102A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5529 Presidents Row,-123.239241,49.26518
VAD10870,Acadia Park Presidents Row (102B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5527 Presidents Row,-123.239109,49.265255
VAD10871,Acadia Park Presidents Row (102C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5525 Presidents Row,-123.239078,49.265266
VAD10872,Acadia Park Presidents Row (102D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5523 Presidents Row,-123.239001,49.265293
VAD10873,Acadia Park Presidents Row (102E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5521 Presidents Row,-123.238968,49.265305
VAD10766,Acadia Park Residence - Pearkes Lane (2507),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2507 Pearkes Lane,-123.23968,49.264556
VAD10767,Acadia Park Residence - Tennis Crescent (2648),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2648 Tennis Crescent,-123.237453,49.263376
VAD10768,Acadia Park Residence - Melfa Lane (2622),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2622 Melfa Lane,-123.236776,49.263907
VAD11016,Acadia Park Residence - Tennis Crescent (2624),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2624 Tennis Crescent,-123.237911,49.263814
VAD11017,Acadia Park Residence - Yalta Place (5642),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5642 Yalta Place,-123.238758,49.263903
VAD11018,Acadia Park Residence - Melfa Lane (2509),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2509 Melfa Lane,-123.237759,49.264837
VAD11019,Acadia Park Residence - Tennis Crescent (2651),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2651 Tennis Crescent,-123.237657,49.263321
VAD11020,Acadia Park Residence - Montgomery Place (5637),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5637 Montgomery Place,-123.239483,49.264651
VAD11021,Acadia Park Residence - Melfa Lane (2615),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2615 Melfa Lane,-123.236973,49.263904
VAD11153,Acadia Park Residence - Montgomery Place (5635),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5635 Montgomery Place,-123.239356,49.264648
VAD11184,Fairview Crescent Residence (Unit 19A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2673A Fairview Crescent,-123.239747,49.263333
VAD11186,Fairview Crescent Residence (Unit 22A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2649A Fairview Crescent,-123.24023,49.263147
VAD11182,Fairview Crescent Residence (Unit 14A),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2721A Fairview Crescent,-123.239438,49.262851
VAD10769,Acadia Park Residence - Melfa Lane (2631),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2631 Melfa Lane,-123.236783,49.263618
VAD10770,Acadia Park Residence - Tennis Crescent (2647),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2647 Tennis Crescent,-123.23774,49.263381
VAD10771,Acadia Park Residence - Yalta Place (5617),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5617 Yalta Place,-123.238109,49.264326
VAD10832,Acadia Park Residence - Melfa Lane (2513),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2513 Melfa Lane,-123.237684,49.264777
VAD10833,Acadia Park Residence - Pearkes Lane (2501),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2501 Pearkes Lane,-123.239845,49.264677
VAD10834,Acadia Park Residence - Melfa Lane (2634),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2634 Melfa Lane,-123.236347,49.263651
VAD10835,Acadia Park Residence - Yalta Place (5627),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5627 Yalta Place,-123.238377,49.264174
VAD10106,Pharmaceutical Sciences Building,Vancouver,V6T 1Z3,BC,VBL10110,CampusBuilding,CampusMail,2405 Wesbrook Mall,-123.242775,49.262584
VAD10118,Landscape Architecture Annex,Vancouver,V6T 1Z4,BC,VBL10377,CampusBuilding,CampusMail,2371 Main Mall,-123.249975,49.260626
VAD10124,Lower Mall Header House,Vancouver,V6T 1Z4,BC,VBL10097,CampusBuilding,CampusMail,2331 Lower Mall,-123.254967,49.260586
VAD10126,Environmental Services Facility,Vancouver,V6T 1W5,BC,VBL10400,Complex,CampusMail,6025 Nurseries Road,-123.228971,49.243483
VAD11030,David Lam Management Research Centre,Vancouver,V6T 1Z2,BC,VBL10278,CampusBuilding,CampusMail,2033 Main Mall,-123.254071,49.265682
VAD11032,UBC Hospital - Detwiller Pavilion,Vancouver,V6T 1Z3,BC,VBL10334,OtherBuilding,CampusMail,2255 Wesbrook Mall,-123.244481,49.263833
VAD11036,Doug Mitchell Thunderbird Sports Centre,Vancouver,V6T 1Z3,BC,VBL10307,CampusBuilding,CampusMail,6066 Thunderbird Boulevard,-123.242422,49.260911
VAD11040,Earth and Ocean Sciences (EOS),Vancouver,V6T 1Z4,BC,VBL10001,CampusBuilding,CampusMail,6339 Stores Road,-123.252282,49.262549
VAD10454,Stores Road Annex,Vancouver,V6T 1Z4,BC,VBL10124,CampusBuilding,CampusMail,6368 Stores Road,-123.252401,49.261734
VAD10138,Kids Club,Vancouver,V6T 1S1,BC,VBL10374,CampusBuilding,CampusMail,2855 Acadia Road,-123.234914,49.261709
VAD10158,Ladner Clock Tower,Vancouver,V6T 1Z1,BC,VBL10376,CampusBuilding,CampusMail,1956 Main Mall,-123.25365,49.267367
VAD10170,Material Recovery Facility,Vancouver,V6T 1W5,BC,VBL10203,CampusBuilding,CampusMail,6055 Nurseries Road,-123.228543,49.245795
VAD11052,War Memorial Gymnasium,Vancouver,V6T 1Z1,BC,VBL10161,CampusBuilding,CampusMail,6081 University Boulevard,-123.247983,49.266527
VAD11053,Wayne and William White Engineering Design Centre,Vancouver,V6T 1Z4,BC,VBL10064,CampusBuilding,CampusMail,2345 East Mall,-123.247973,49.262318
VAD11054,Wesbrook Building,Vancouver,V6T 1Z3,BC,VBL10266,CampusBuilding,CampusMail,6174 University Boulevard,-123.249559,49.265372
VAD11075,Theatre-Film Production Building,Vancouver,V6T 1Z4,BC,VBL10209,CampusBuilding,CampusMail,6358 University Boulevard,-123.253824,49.263939
VAD10472,Bioenergy Research and Demonstration Facility,Vancouver,V6T 1Z4,BC,VBL10069,CampusBuilding,CampusMail,2337 Lower Mall,-123.254182,49.26031
VAD10490,Allard Hall,Vancouver,V6T 1Z1,BC,VBL10104,CampusBuilding,CampusMail,1822 East Mall,-123.25361,49.269853
VAD10491,Ambulance Station,Vancouver,V6T 1Z3,BC,VBL10186,OtherBuilding,CampusMail,2333 Wesbrook Mall,-123.243553,49.263264
