ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10110,Logan Lane (D5),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6250 Logan Lane,-123.245704,49.258671
VAD10803,Westchester (E4),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6367 Larkin Drive,-123.24909,49.257582
VAD10800,Westchester (E1),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6361 Larkin Drive,-123.249206,49.25774
VAD10801,Westchester (E2),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6363 Larkin Drive,-123.249206,49.257683
VAD10805,Westchester (F1),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6371 Larkin Drive,-123.249074,49.257563
VAD10802,Westchester (E3),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6365 Larkin Drive,-123.249152,49.257617
VAD10035,Logan Lane (D6),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6252 Logan Lane,-123.245744,49.258696
VAD10807,Westchester (F3),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6375 Larkin Drive,-123.249007,49.257441
VAD11042,Westchester (F4),Vancouver,V6T 2K1,BC,VBL10220,Residential,CanadaPost,6377 Larkin Drive,-123.248953,49.257406
VAD11060,Tapestry North - Retail,Vancouver,V6S 0A8,BC,VBL10137,Commercial,CanadaPost,3348 Wesbrook Mall,-123.235059,49.25447
VAD11066,The Mews - Retail,Vancouver,V6S 0E4,BC,VBL10165,Commercial,CanadaPost,5910 Berton Avenue,-123.23587,49.254828
VAD10614,Granite Terrace 2 - Retail,Vancouver,V6S 0B3,BC,VBL10414,Commercial,CanadaPost,5905 Berton Avenue,-123.235979,49.255001
VAD11068,The Mews - Retail,Vancouver,V6S 0B9,BC,VBL10165,Commercial,CanadaPost,3332 Shrum Lane,-123.235871,49.254466
VAD11064,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3337 Wesbrook Mall,-123.235475,49.254515
VAD11070,Tapestry North - Retail,Vancouver,V6S 0A8,BC,VBL10137,Commercial,CanadaPost,3358 Wesbrook Mall,-123.234979,49.254372
VAD11072,Telus Hub,Vancouver,V6T 1W5,BC,VBL10179,OtherBuilding,CanadaPost,5895 Berton Avenue,-123.235485,49.255187
VAD11059,The Chatham,Vancouver,V6T 2G6,BC,VBL10254,NeighbourhoodBldg,CanadaPost,5775 Hampton Place,-123.236135,49.258558
VAD11027,Cypress House,Vancouver,V6S 0K4,BC,VBL10322,NeighbourhoodBldg,CanadaPost,5988 Gray Avenue,-123.234847,49.251996
VAD10397,Somerset (B1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6366 Larkin Drive,-123.247985,49.256698
VAD10413,Somerset (I1),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2612 West Mall,-123.24844,49.256142
VAD10399,Somerset (F2),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6386 Larkin Drive,-123.248252,49.256695
VAD10400,Somerset (B3),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6370 Larkin Drive,-123.247813,49.256488
VAD10392,Somerset (G2),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2606 West Mall,-123.248713,49.256474
VAD10726,Coast - East Apartment,Vancouver,V6T 0B1,BC,VBL10300,NeighbourhoodBldg,CanadaPost,6063 Iona Drive,-123.252459,49.270844
VAD10431,Somerset (H1),Vancouver,V6T 2K6,BC,VBL10147,Residential,CanadaPost,2608 West Mall,-123.248607,49.256345
VAD10206,Logan Lane (E2),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6274 Logan Lane,-123.246369,49.259054
VAD10208,Logan Lane (E9),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6288 Logan Lane,-123.246731,49.258927
VAD10213,Logan Lane (B9),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2543 East Mall,-123.245394,49.259041
VAD10199,Logan Lane (B2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2557 East Mall,-123.245262,49.258871
VAD10203,Logan Lane (B10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2541 East Mall,-123.245431,49.259077
VAD10394,Somerset (F1),Vancouver,V6T 2K5,BC,VBL10147,Residential,CanadaPost,6388 Larkin Drive,-123.248364,49.256831
VAD10442,Stirling House,Vancouver,V6T 0A4,BC,VBL10289,NeighbourhoodBldg,CanadaPost,6080 Iona Drive,-123.252501,49.270551
VAD10437,St. James House,Vancouver,V6T 2G2,BC,VBL10115,NeighbourhoodBldg,CanadaPost,5835 Hampton Place,-123.237018,49.257983
VAD10067,The Mews - Retail,Vancouver,V6S 0B1,BC,VBL10165,Commercial,CanadaPost,3329 Wesbrook Mall,-123.235584,49.254647
VAD11124,University Hill Secondary School,Vancouver,V6S 0C6,BC,VBL10242,OtherBuilding,CanadaPost,3228 Ross Drive,-123.23976,49.253872
VAD10209,Logan Lane (A2),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2577 East Mall,-123.244995,49.258507
VAD10211,Logan Lane (D12),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6238 Logan Lane,-123.245859,49.258859
VAD10212,Logan Lane (C2),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6204 Logan Lane,-123.24565,49.259299
VAD10202,Logan Lane (E8),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6286 Logan Lane,-123.246709,49.258934
VAD10204,Logan Lane (B11),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2537 East Mall,-123.245441,49.259089
VAD10361,Pathways - East,Vancouver,V6S 0A3,BC,VBL10239,NeighbourhoodBldg,CanadaPost,5779 Birney Avenue,-123.233108,49.254535
VAD10198,Logan Lane (B3),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2553 East Mall,-123.245274,49.258886
VAD10100,Old Barn Community Centre,Vancouver,V6T 1Z4,BC,VBL10157,NeighbourhoodBldg,CanadaPost,6308 Thunderbird Boulevard,-123.248274,49.259014
VAD10134,MBA House,Vancouver,V6T 1Z4,BC,VBL10403,CampusBuilding,CanadaPost,3385 Wesbrook Mall,-123.235018,49.253948
VAD10552,Coast - Cityhome,Vancouver,V6T 2J5,BC,VBL10297,Residential,CanadaPost,6094 Chancellor Mews,-123.253423,49.270898
VAD10741,TRIUMF,Vancouver,V6T 2A3,BC,VBL10132,Complex,CampusMail,4004 Wesbrook Mall,-123.230881,49.247585
VAD10774,Wesbrook Professional Centre,Vancouver,V6S 0C8,BC,VBL10166,NeighbourhoodBldg,CanadaPost,3313 Shrum Lane,-123.236414,49.254385
VAD10781,Wesbrook Community Centre,Vancouver,V6S 0H3,BC,VBL10168,NeighbourhoodBldg,CanadaPost,3335 Webber Lane,-123.237267,49.254053
VAD10826,Carey Centre,Vancouver,V6T 1J6,BC,VBL10257,OtherBuilding,CanadaPost,5920 Iona Drive,-123.249012,49.271434
VAD10828,Carey Hall (Carey Theological College),Vancouver,V6T 1J6,BC,VBL10208,OtherBuilding,CanadaPost,1815 Wesbrook Mall,-123.248494,49.271734
VAD11034,Donald Rix Building,Vancouver,V6T 1Z3,BC,VBL10129,OtherBuilding,CampusMail,2389 Health Sciences Mall,-123.246379,49.2622
VAD11179,Walter H. Gage Residence - Temporary Front Desk,Vancouver,V6T 1K2,BC,VBL10263,Complex,CampusMail,6002 Walter Gage Road,-123.249901,49.270101
VAD10453,Stirling House - Townhouse,Vancouver,V6T 0A4,BC,VBL10289,Residential,CanadaPost,6086 Iona Drive,-123.252682,49.270491
VAD10530,Chancellor Hall - Cityhome (3),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5982 Chancellor Mews,-123.250599,49.272191
VAD10531,Chancellor Hall - Cityhome (4),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5984 Chancellor Mews,-123.250685,49.272154
VAD10532,Chancellor Hall - Cityhome (5),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5986 Chancellor Mews,-123.250751,49.272131
VAD10533,Chancellor Hall - Cityhome (6),Vancouver,V6T 2L5,BC,VBL10290,Residential,CanadaPost,5988 Chancellor Mews,-123.250777,49.272129
VAD10901,Coast - Townhouse (5),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6070 Chancellor Mews,-123.252923,49.271203
VAD10900,Coast - Townhouse (4),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6076 Chancellor Mews,-123.253012,49.271157
VAD10899,Coast - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6080 Chancellor Mews,-123.253083,49.271117
VAD10898,Coast - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10277,Residential,CanadaPost,6086 Chancellor Mews,-123.253148,49.271079
VAD10156,Logan Lane (C13),Vancouver,V6T 2K9,BC,VBL10226,Residential,CanadaPost,6228 Logan Lane,-123.246071,49.25915
VAD10157,Logan Lane (A10),Vancouver,V6T 2K8,BC,VBL10226,Residential,CanadaPost,2563 East Mall,-123.245171,49.258769
VAD10220,Central - Retail,Vancouver,V6T 0C4,BC,VBL10356,Commercial,CanadaPost,6005 University Boulevard,-123.246873,49.266293
VAD10265,Folio - Cityhome (A),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5952 Chancellor Mews,-123.249934,49.272398
VAD10266,Folio - Cityhome (B),Vancouver,V6T 2L5,BC,VBL10309,Residential,CanadaPost,5958 Chancellor Mews,-123.249975,49.272383
VAD10033,3800 Wesbrook,Vancouver,V6S 2L9,BC,VBL10236,OtherBuilding,CanadaPost,3800 Wesbrook Mall,-123.231067,49.250109
VAD10897,Coast - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10277,NeighbourhoodBldg,CanadaPost,6090 Chancellor Mews,-123.253221,49.271035
VAD10105,Pacific,Vancouver,V6S 0B5,BC,VBL10169,NeighbourhoodBldg,CanadaPost,5928 Birney Avenue,-123.235166,49.253427
VAD11051,Eton - Apartments,Vancouver,V6S 0K7,BC,VBL10136,NeighbourhoodBldg,CanadaPost,5687 Gray Avenue,-123.231247,49.253124
VAD11061,Eton - Highrise,Vancouver,V6S 0K8,BC,VBL10135,NeighbourhoodBldg,CanadaPost,3487 Binning Road,-123.230361,49.253455
VAD11077,The Residences at Nobel Park - Highrise,Vancouver,V6S 0L3,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3533 Ross Drive,-123.235299,49.250845
VAD11078,The Residences at Nobel Park - Apartment,Vancouver,V6S 0L3,BC,VBL10353,NeighbourhoodBldg,CanadaPost,3563 Ross Drive,-123.234875,49.250894
VAD10012,Hebb Building,Vancouver,V6T 1Z1,BC,VBL10047,CampusBuilding,CampusMail,2045 East Mall,-123.251824,49.26617
VAD10099,Old Auditorium,Vancouver,V6T 1Z2,BC,VBL10335,CampusBuilding,CampusMail,6344 Memorial Road,-123.255824,49.266996
VAD10142,Hector J. MacLeod Building,Vancouver,V6T 1Z4,BC,VBL10099,CampusBuilding,CampusMail,2356 Main Mall,-123.249485,49.261486
VAD10228,Green College - Principal's Residence,Vancouver,V6T 1Z1,BC,VBL10190,CampusBuilding,CampusMail,6205 Cecil Green Park Road,-123.256917,49.270922
VAD10906,Chemistry Physics Building,Vancouver,V6T 1Z1,BC,VBL10327,CampusBuilding,CampusMail,6221 University Boulevard,-123.25128,49.265738
VAD10626,AYO Smart Home,Vancouver,V6T 1Z3,BC,VBL10294,CampusBuilding,CampusMail,5935 Agronomy Road,-123.243355,49.262982
VAD10426,St Mark's Duplex (5B),Vancouver,V6T 0A1,BC,VBL10279,Residential,CanadaPost,5932 Chancellor Boulevard,-123.249736,49.272739
VAD10285,Folio - Duplex (1B),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5992 Chancellor Boulevard,-123.250982,49.272398
VAD10816,Berwick Child Development Centre,Vancouver,V6T 1X7,BC,VBL10155,CampusBuilding,CampusMail,2765 Osoyoos Crescent,-123.238824,49.260906
VAD10840,Brock Hall,Vancouver,V6T 1Z1,BC,VBL10331,CampusBuilding,CampusMail,1874 East Mall,-123.251856,49.268518
VAD10276,Forest Sciences Centre,Vancouver,V6T 1Z4,BC,VBL10119,CampusBuilding,CampusMail,2424 Main Mall,-123.248814,49.260474
VAD10358,Frederic Wood Theatre,Vancouver,V6T 1Z2,BC,VBL10405,CampusBuilding,CampusMail,6354 Crescent Road,-123.256754,49.268225
VAD10421,Sopron House,Vancouver,V6T 1R9,BC,VBL10075,CampusBuilding,CampusMail,2730 Acadia Road,-123.23529,49.262198
VAD10027,Landscape Operations Building,Vancouver,V6T 1Z4,BC,VBL10097,IndoorArea,CampusMail,2333 Lower Mall,-123.254794,49.260522
VAD10908,Acadia Park Residence - Tennis Crescent (2639),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2639 Tennis Crescent,-123.237867,49.263574
VAD10909,Acadia Park Residence - Melfa Lane (2508),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2508 Melfa Lane,-123.237679,49.265149
VAD10910,Acadia Park Residence - Melfa Lane (2636),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2636 Melfa Lane,-123.236507,49.263604
VAD10911,Acadia Park Residence - Montgomery Place (5630),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5630 Montgomery Place,-123.239002,49.264629
VAD10912,Acadia Park Residence - Melfa Lane (2515),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2515 Melfa Lane,-123.237641,49.264754
VAD10913,Acadia Park Residence - Montgomery Place (5612),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5612 Montgomery Place,-123.238442,49.264763
VAD10916,Acadia Park Residence - Tennis Crescent (2632),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2632 Tennis Crescent,-123.237786,49.263689
VAD10917,Acadia Park Residence - Tennis Crescent (2653),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2653 Tennis Crescent,-123.237626,49.263282
VAD10918,Acadia Park Residence - Melfa Lane (2616),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2616 Melfa Lane,-123.236779,49.26406
VAD10919,Acadia Park Residence - Melfa Lane (2642),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2642 Melfa Lane,-123.236324,49.263382
VAD10920,Acadia Park Residence - Montgomery Place (5606),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5606 Montgomery Place,-123.238314,49.264848
VAD10921,Acadia Park Residence - Melfa Lane (2503),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2503 Melfa Lane,-123.237858,49.264937
VAD10922,Acadia Park Residence - Melfa Lane (2629),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2629 Melfa Lane,-123.236818,49.263645
VAD10923,Acadia Park Residence - Yalta Place (5510),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5510 Yalta Place,-123.237452,49.264307
VAD10924,Acadia Park Residence - Yalta Place (5504),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5504 Yalta Place,-123.237287,49.264345
VAD10925,Acadia Park Residence - Melfa Lane (2618),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2618 Melfa Lane,-123.236655,49.264026
VAD10926,Acadia Park Residence - Tennis Crescent (2664),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2664 Tennis Crescent,-123.237211,49.263069
VAD10927,Acadia Park Residence - Montgomery Place (5638),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5638 Montgomery Place,-123.239195,49.264535
VAD10928,Acadia Park Residence - Montgomery Place (5631),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5631 Montgomery Place,-123.239151,49.264771
VAD10929,Acadia Park Residence - Yalta Place (5606),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5606 Yalta Place,-123.237829,49.264235
VAD10930,Acadia Park Residence - Melfa Lane (2624),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2624 Melfa Lane,-123.236709,49.263826
VAD10656,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2611 Fairview Crescent,-123.240732,49.26304
VAD10657,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2613 Fairview Crescent,-123.240675,49.263037
VAD10658,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2601 Fairview Crescent,-123.240784,49.263089
VAD10659,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2605 Fairview Crescent,-123.240804,49.263028
VAD10660,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2607 Fairview Crescent,-123.240798,49.263018
VAD10661,Fairview Crescent Residence (Unit 25),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2609 Fairview Crescent,-123.240776,49.263012
VAD10662,Fairview Crescent Residence (Unit 25) ,Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2603 Fairview Crescent,-123.24078,49.263035
VAD10664,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2602 Fairview Crescent,-123.240926,49.263175
VAD10665,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2606 Fairview Crescent,-123.240996,49.263223
VAD10666,Fairview Crescent Residence (Unit 26),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2610 Fairview Crescent,-123.240956,49.263234
VAD10931,Acadia Park Residence - Tennis Crescent (2650),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2650 Tennis Crescent,-123.23743,49.263335
VAD10932,Acadia Park Residence - Yalta Place (5601),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5601 Yalta Place,-123.237677,49.264437
VAD10933,Acadia Park Residence - Montgomery Place (5621),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5621 Montgomery Place,-123.238947,49.264829
VAD10934,Acadia Park Residence - Tennis Crescent (2637),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2637 Tennis Crescent,-123.237965,49.263646
VAD10935,Acadia Park Residence - Tennis Crescent (2623),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2623 Tennis Crescent,-123.238208,49.263905
VAD10936,Acadia Park Residence - Montgomery Place (5628),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5628 Montgomery Place,-123.23883,49.26447
VAD10937,Acadia Park Residence - Melfa Lane (2602),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2602 Melfa Lane,-123.23718,49.264522
VAD10938,Acadia Park Residence - Montgomery Place (5601),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5601 Montgomery Place,-123.238134,49.265064
VAD10482,Acadia House - 3 (106-110),Vancouver,V6T 1R9,BC,VBL10308,Residential,CampusMail,2720 Acadia Road,-123.235502,49.262682
VAD10831,Networks of Centres of Excellence,Vancouver,V6T 1Z4,BC,VBL10065,Occupant,CampusMail,2125 East Mall,-123.25026,49.265013
VAD10544,Chancellor House - Townhouse (3),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6010 Chancellor Mews,-123.25161,49.271809
VAD10541,Chancellor House - Townhouse (2),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6018 Chancellor Mews,-123.251708,49.271774
VAD10538,Chancellor House - Townhouse (1),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6022 Chancellor Mews,-123.251832,49.271734
VAD10545,Chancellor House - Townhouse (4),Vancouver,V6T 2J5,BC,VBL10387,Residential,CanadaPost,6006 Chancellor Mews,-123.251532,49.27185
VAD10268,Folio - Duplex (2C),Vancouver,V6T 0A1,BC,VBL10291,Residential,CanadaPost,5988 Chancellor Boulevard,-123.2509,49.272445
VAD10874,Acadia Park Presidents Row (102F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5519 Presidents Row,-123.238803,49.265334
VAD10875,Acadia Park Presidents Row (102G),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5517 Presidents Row,-123.238762,49.265349
VAD10876,Acadia Park Presidents Row (103B),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5615 Presidents Row,-123.239788,49.265016
VAD10877,Acadia Park Presidents Row (103C),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5611 Presidents Row,-123.239757,49.265027
VAD10878,Acadia Park Presidents Row (103D),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5609 Presidents Row,-123.239665,49.26506
VAD10879,Acadia Park Presidents Row (103E),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5607 Presidents Row,-123.239632,49.265071
VAD10880,Acadia Park Presidents Row (103G),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5603 Presidents Row,-123.239434,49.265113
VAD10881,Acadia Park Presidents Row (103F),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5605 Presidents Row,-123.239469,49.2651
VAD10891,Acadia Park Presidents Row (103A),Vancouver,V6T 1L5,BC,VBL10295,Residential,CampusMail,5617 Presidents Row,-123.239944,49.264948
VAD10948,Acadia Park Residence - Melfa Lane (2504),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2504 Melfa Lane,-123.23773,49.265214
VAD10949,Acadia Park Residence - Montgomery Place (5634),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5634 Montgomery Place,-123.239098,49.264582
VAD10950,Acadia Park Residence - Yalta Place (5644),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5644 Yalta Place,-123.238709,49.263823
VAD10677,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2628 Fairview Crescent,-123.240646,49.263364
VAD10678,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2626 Fairview Crescent,-123.240647,49.263364
VAD10679,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2622 Fairview Crescent,-123.240674,49.2633
VAD10680,Fairview Crescent Residence (Unit 28),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2624 Fairview Crescent,-123.240649,49.263335
VAD10681,Acadia Park Residence - Tennis Crescent (2638),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2638 Tennis Crescent,-123.237681,49.263597
VAD10682,Acadia Park Residence - Yalta Place (5603),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5603 Yalta Place,-123.237735,49.264436
VAD10684,Acadia Park Residence - Montgomery Place (5603),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5603 Montgomery Place,-123.238279,49.265013
VAD10696,Acadia Park Residence - Fairview Place (5603),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5603 Fairview Place,-123.236792,49.263245
VAD10697,Acadia Park Residence - Melfa Lane (2502),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2502 Melfa Lane,-123.237758,49.265251
VAD10698,Acadia Park Residence - Melfa Lane (2609),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2609 Melfa Lane,-123.237011,49.26402
VAD10961,Acadia Park Residence - Yalta Place (5615),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5615 Yalta Place,-123.238076,49.264355
VAD10962,Acadia Park Residence - Montgomery Place (5626),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5626 Montgomery Place,-123.238758,49.264537
VAD10963,Acadia Park Residence - Montgomery Place (5623),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5623 Montgomery Place,-123.238989,49.264912
VAD10964,Acadia Park Residence - Montgomery Place (5643),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5643 Montgomery Place,-123.239652,49.264657
VAD10965,Acadia Park Residence - Montgomery Place (5600),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5600 Montgomery Place,-123.238155,49.264917
VAD10966,Acadia Park Residence - Montgomery Place (5619),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5619 Montgomery Place,-123.238821,49.264826
VAD10968,Acadia Park Residence - Yalta Place (5611),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5611 Yalta Place,-123.237975,49.264404
VAD10969,Acadia Park Residence - Yalta Place (5647),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5647 Yalta Place,-123.238927,49.264019
VAD10970,Acadia Park Residence - Yalta Place (5652),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5652 Yalta Place,-123.23895,49.263749
VAD10699,Acadia Park Residence - Tennis Crescent (2658),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2658 Tennis Crescent,-123.237356,49.263186
VAD10700,Acadia Park Residence - Fairview Place (5601),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5601 Fairview Place,-123.236732,49.263267
VAD10701,Acadia Park Residence - Fairview Place (5611),Vancouver,V6T 2E2,BC,VBL10437,Residential,CampusMail,5611 Fairview Place,-123.236996,49.263163
VAD10702,Acadia Park Residence - Montgomery Place (5605),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5605 Montgomery Place,-123.23841,49.265019
VAD10703,Acadia Park Residence - Pearkes Lane (2525),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2525 Pearkes Lane,-123.239367,49.26421
VAD10704,Acadia Park Residence - Yalta Place (5619),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5619 Yalta Place,-123.238176,49.264312
VAD10707,Acadia Park Residence - Tennis Crescent (2657),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2657 Tennis Crescent,-123.237674,49.263111
VAD10685,Acadia Park Residence - Melfa Lane (2603),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2603 Melfa Lane,-123.237427,49.26451
VAD10686,Acadia Park Residence - Pearkes Lane (2603),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2603 Pearkes Lane,-123.239171,49.263974
VAD10688,Acadia Park Residence - Montgomery Place (5607),Vancouver,V6T 2C8,BC,VBL10439,Residential,CampusMail,5607 Montgomery Place,-123.238442,49.265093
VAD10951,Acadia Park Residence - Montgomery Place (5632),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5632 Montgomery Place,-123.239058,49.264609
VAD10952,Acadia Park Residence - Melfa Lane (2505),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2505 Melfa Lane,-123.237832,49.264899
VAD10953,Acadia Park Residence - Yalta Place (5645),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5645 Yalta Place,-123.238892,49.264045
VAD10954,Acadia Park Residence - Tennis Crescent (2655),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2655 Tennis Crescent,-123.237628,49.263206
VAD10955,Acadia Park Residence - Montgomery Place (5644),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5644 Montgomery Place,-123.239344,49.264459
